"chemical_input_pkey","study_year","treatment_fkey","treatment","treatment_long","crop","blocks","chemical_purpose","application_timing","application_date","application_mode","trade_name","active_ingredient","active_ingredient_concentration_value","active_ingredient_concentration_unit","application_rate_value_active_ingredient","application_rate_unit_active_ingredient","reference_chemical","application_rate_of_reference_chemical_value","application_rate_of_reference_chemical_unit","tractor","implement","original_entry","comment"
65,"2010",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2010-03-29,"drop_spreader","not_listed","ammonium nitrate (NH4NO3)",NA,NA,NA,NA,"nitrogen (N)",75,"lb_per_ac",NA,"Gandy drop spreader (12.5-foot wide)","Ammonium nitrate applied: 75 lb/a N on PF plots and Emily's 4 switchgrass plots / used 12.5' wide Gandy drop spreader, setting ~44 - 5 mph",NA
66,"2010",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","soil_conditioner","pre-emergence",2010-03-31,"drop_spreader","Cal98","calcium (Ca)",NA,NA,500,"lb_per_ac",NA,NA,NA,NA,"Gandy drop spreader (10-foot wide)","Lime applied to blocks 2, 3, and 4  -  500 # 'Cal 98' / a dropped on with 10' wide Gandy drop spreader setting 63.5","Applied to blocks 2,3 ,and 4"
67,"2010",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","soil_conditioner","pre-emergence",2010-03-31,"drop_spreader","Cal98","calcium (Ca)",NA,NA,500,"lb_per_ac",NA,NA,NA,NA,"Gandy drop spreader (10-foot wide)","Lime applied to blocks 2, 3, and 4  -  500 # 'Cal 98' / a dropped on with 10' wide Gandy drop spreader setting 63.5","Applied to blocks 2,3, and 4"
68,"2010",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","soil_conditioner","pre-emergence",2010-03-31,"drop_spreader","Cal98","calcium (Ca)",NA,NA,500,"lb_per_ac",NA,NA,NA,NA,"Gandy drop spreader (10-foot wide)","Lime applied to blocks 2, 3, and 4  -  500 # 'Cal 98' / a dropped on with 10' wide Gandy drop spreader setting 63.5","Applied to blocks 2,3, and 4"
69,"2010",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","soil_conditioner","pre-emergence",2010-03-31,"drop_spreader","Cal98","calcium (Ca)",NA,NA,500,"lb_per_ac",NA,NA,NA,NA,"Gandy drop spreader (10-foot wide)","Lime applied to blocks 2, 3, and 4  -  500 # 'Cal 98' / a dropped on with 10' wide Gandy drop spreader setting 63.5","Applied to blocks 2,3,and 4"
70,"2010",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","pre-emergence",2010-05-05,"broadcast","Roundup PowerMAX","glyphosate",48.8,"percent",32,"oz_per_ac",NA,NA,NA,NA,NA,"On each CCW plot: - Broadcast 32 oz./acre ""Roundup PowerMaX"" (48.8% glyphosate) in 20.7 gpa carrier volume","20.7 gpa carrier volume"
71,"2010",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2010-05-06,"injection","UAN","urea ammonium nitrate",32,"percent",22,"gal_per_ac","nitrogen (N)",78,"lb_per_ac",NA,NA,"Plant corn  - Agrigold 6325 VT3 (104-d) @ 33,400 sds/a.  -with 22 gal/a of 32% UAN (78 lb./a N) - injected at 3"" depth; 4"" to side of each row. (no-till) Corn emerged 5-21-10",NA
72,"2010",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2010-05-06,"injection","UAN","urea ammonium nitrate",32,"percent",22,"gal_per_ac","nitrogen (N)",78,"lb_per_ac",NA,NA,"Plant corn  - Agrigold 6325 VT3 (104-d) @ 33,400 sds/a.  -with 22 gal/a of 32% UAN (78 lb./a N) - injected at 3"" depth; 4"" to side of each row. (no-till) Corn emerged 5-21-10",NA
73,"2010",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2010-05-06,"injection","UAN","urea ammonium nitrate",32,"percent",22,"gal_per_ac","nitrogen (N)",78,"lb_per_ac",NA,NA,"Plant corn  - Agrigold 6325 VT3 (104-d) @ 33,400 sds/a.  -with 22 gal/a of 32% UAN (78 lb./a N) - injected at 3"" depth; 4"" to side of each row. (no-till) Corn emerged 5-21-10",NA
74,"2010",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","post-emergence",2010-05-25,"broadcast","Roundup PowerMAX","glyphosate",49,"percent",29,"oz_per_ac",NA,NA,NA,NA,NA,"Spray Roundup PowerMax (49% glyphosate) on CC, C2 and S2 plots : 29 oz/a with 20.5 gpa carrier volume, Also sprayed Dani's corn","20.5 gpa carrier volume"
75,"2010",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2010-05-25,"broadcast","Roundup PowerMAX","glyphosate",49,"percent",29,"oz_per_ac",NA,NA,NA,NA,NA,"Spray Roundup PowerMax (49% glyphosate) on CC, C2 and S2 plots : 29 oz/a with 20.5 gpa carrier volume, Also sprayed Dani's corn","20.5 gpa carrier volume"
76,"2010",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2010-05-25,"broadcast","Roundup PowerMAX","glyphosate",49,"percent",29,"oz_per_ac",NA,NA,NA,NA,NA,"Spray Roundup PowerMax (49% glyphosate) on CC, C2 and S2 plots : 29 oz/a with 20.5 gpa carrier volume, Also sprayed Dani's corn","20.5 gpa carrier volume"
77,"2010",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","post-emergence",2010-06-16,"broadcast_below_canopy","Roundup PowerMAX","glyphosate",49,"percent",24,"oz_per_ac",NA,NA,NA,NA,NA,"Spray 49% glyphosate on all corn + Dani's: 24 oz/a 'Roundup PowerMax' with 19 gpa carrier volume.  Directed band units to broadcast spray below corn canopy.","19 gpa carrier volume"
78,"2010",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","post-emergence",2010-06-16,"broadcast_below_canopy","Roundup PowerMAX","glyphosate",49,"percent",24,"oz_per_ac",NA,NA,NA,NA,NA,"Spray 49% glyphosate on all corn + Dani's: 24 oz/a 'Roundup PowerMax' with 19 gpa carrier volume.  Directed band units to broadcast spray below corn canopy.","19 gpa carrier volume"
79,"2010",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2010-06-16,"broadcast_below_canopy","Roundup PowerMAX","glyphosate",49,"percent",24,"oz_per_ac",NA,NA,NA,NA,NA,"Spray 49% glyphosate on all corn + Dani's: 24 oz/a 'Roundup PowerMax' with 19 gpa carrier volume.  Directed band units to broadcast spray below corn canopy.","19 gpa carrier volume"
80,"2010",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","post-emergence",2010-06-17,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",73,"lb_per_ac",NA,"unspecified planter (6-row)","Applied 32% UAN to corn plots: 16 lb N/a to C2, 32 lb N/a on CC, 73 lb N/a on CCW and Emily's. Used 6 row unit with one injector between alternate row middles.",NA
81,"2010",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","post-emergence",2010-06-17,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",32,"lb_per_ac",NA,"unspecified planter (6-row)","Applied 32% UAN to corn plots: 16 lb N/a to C2, 32 lb N/a on CC, 73 lb N/a on CCW and Emily's. Used 6 row unit with one injector between alternate row middles.",NA
82,"2010",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","post-emergence",2010-06-17,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",16,"lb_per_ac",NA,"unspecified planter (6-row)","Applied 32% UAN to corn plots: 16 lb N/a to C2, 32 lb N/a on CC, 73 lb N/a on CCW and Emily's. Used 6 row unit with one injector between alternate row middles.",NA
83,"2011",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2011-04-11,"broadcast","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",75,"lb_per_ac","John Deere 5103","unspecified 3-point sprayer (20-foot wide)","UAN (32%) applied: 75 lb/acre N on PF plots and Emily's 4 switchgrass plots.  Used JD 5103 and 20' wide 3-pt sprayer, gear B-2, 4.2 mph, 2150 rpm, ~21 gpa UAN (24 gpa water), 26 psi (keep strainer clear !)",NA
84,"2011",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","pre-emergence",2011-05-10,"broadcast","Cornerstone Plus","glyphosate",41,"percent",32,"oz_per_ac",NA,NA,NA,NA,NA,"On each CCW plot: - Broadcast 32 oz./acre ""Cornerstone Plus"" (41% glyphosate) in 20.7 gpa carrier volume","20.7 gpa carrier volume"
85,"2011",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2011-05-11,"injection","UAN","urea ammonium nitrate",32,"percent",22,"gal_per_ac","nitrogen (N)",78,"lb_per_ac",NA,NA,"Plant corn  - Agrigold 6325 VT3 (104-d) @ 32,400 sds/a.  -with 22 gal/a of 32% UAN (78 lb./a N) - injected at 3"" depth; 4"" to side of each row. (no-till) Corn emerged 5-21-11",NA
86,"2011",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2011-05-11,"injection","UAN","urea ammonium nitrate",32,"percent",22,"gal_per_ac","nitrogen (N)",78,"lb_per_ac",NA,NA,"Plant corn  - Agrigold 6325 VT3 (104-d) @ 32,400 sds/a.  -with 22 gal/a of 32% UAN (78 lb./a N) - injected at 3"" depth; 4"" to side of each row. (no-till) Corn emerged 5-21-11",NA
87,"2011",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2011-05-11,"injection","UAN","urea ammonium nitrate",32,"percent",22,"gal_per_ac","nitrogen (N)",78,"lb_per_ac",NA,NA,"Plant corn  - Agrigold 6325 VT3 (104-d) @ 32,400 sds/a.  -with 22 gal/a of 32% UAN (78 lb./a N) - injected at 3"" depth; 4"" to side of each row. (no-till) Corn emerged 5-21-11",NA
88,"2011",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","post-emergence",2011-06-01,"broadcast","Roundup PowerMAX","glyphosate",49,"percent",28,"oz_per_ac",NA,NA,NA,NA,NA,"Spray Roundup PowerMax (49% glyphosate) on CC, C2 and S2 plots : 28 oz/a with 20.0 gpa carrier volume.  Also sprayed Heaton's corn.","20.0 gpa carrier volume"
89,"2011",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2011-06-01,"broadcast","Roundup PowerMAX","glyphosate",49,"percent",28,"oz_per_ac",NA,NA,NA,NA,NA,"Spray Roundup PowerMax (49% glyphosate) on CC, C2 and S2 plots : 28 oz/a with 20.0 gpa carrier volume.  Also sprayed Heaton's corn.","20.0 gpa carrier volume"
90,"2011",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2011-06-01,"broadcast","Roundup PowerMAX","glyphosate",49,"percent",28,"oz_per_ac",NA,NA,NA,NA,NA,"Spray Roundup PowerMax (49% glyphosate) on CC, C2 and S2 plots : 28 oz/a with 20.0 gpa carrier volume.  Also sprayed Heaton's corn.","20.0 gpa carrier volume"
91,"2011",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","post-emergence",2011-06-28,"broadcast_below_canopy","Buccaneer Plus","glyphosate",NA,NA,32,"oz_per_ac",NA,NA,NA,NA,NA,"Spray glyphosate to all COBS corn plots + Dani's corn: 32 oz/a 'Buccaneer Plus' with 18.4 gpa carrier volume.  Directed band units to broadcast spray below corn canopy.","18.4 gpa carrier volume"
92,"2011",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","post-emergence",2011-06-28,"broadcast_below_canopy","Buccaneer Plus","glyphosate",NA,NA,32,"oz_per_ac",NA,NA,NA,NA,NA,"Spray glyphosate to all COBS corn plots + Dani's corn: 32 oz/a 'Buccaneer Plus' with 18.4 gpa carrier volume.  Directed band units to broadcast spray below corn canopy.","18.4 gpa carrier volume"
93,"2011",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2011-06-28,"broadcast_below_canopy","Buccaneer Plus","glyphosate",NA,NA,32,"oz_per_ac",NA,NA,NA,NA,NA,"Spray glyphosate to all COBS corn plots + Dani's corn: 32 oz/a 'Buccaneer Plus' with 18.4 gpa carrier volume.  Directed band units to broadcast spray below corn canopy.","18.4 gpa carrier volume"
94,"2011",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","post-emergence",2011-06-29,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",120,"lb_per_ac",NA,"unspecified planter (6-row)","Applied 32% UAN to corn plots:  35 lb N/acre to C2 and Emily's, 50 lb N/a on CC, 120 lb N/a on CCW . Used 6 row unit with one injector between alternate row middles.",NA
95,"2011",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","post-emergence",2011-06-29,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",50,"lb_per_ac",NA,"unspecified planter (6-row)","Applied 32% UAN to corn plots:  35 lb N/acre to C2 and Emily's, 50 lb N/a on CC, 120 lb N/a on CCW . Used 6 row unit with one injector between alternate row middles.",NA
96,"2011",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","post-emergence",2011-06-29,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",35,"lb_per_ac",NA,"unspecified planter (6-row)","Applied 32% UAN to corn plots:  35 lb N/acre to C2 and Emily's, 50 lb N/a on CC, 120 lb N/a on CCW . Used 6 row unit with one injector between alternate row middles.",NA
97,"2011",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2011-07-13,"broadcast","Cornerstone Plus","glyphosate",41,"percent",30,"oz_per_ac",NA,NA,NA,NA,NA,"Apply 30 oz/acre 41% glyphosate to 'RR' side of each soybean plot - Cornerstone Plus + 0.75% v/v Formula One;  18 gpa carrier volume","applied to each 'RR' side of the soybean plots"
98,"2012",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Monoammonium phosphate (MAP)","monoammonium phosphate (NH4H2PO4)",NA,NA,NA,NA,"nitrogen (N)",23,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
99,"2012",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Monoammonium phosphate (MAP)","monoammonium phosphate (NH4H2PO4)",NA,NA,NA,NA,"phosphorus pentoxide (P2O5)",108,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
100,"2012",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Monoammonium phosphate (MAP)","monoammonium phosphate (NH4H2PO4)",NA,NA,NA,NA,"nitrogen (N)",23,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
101,"2012",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Monoammonium phosphate (MAP)","monoammonium phosphate (NH4H2PO4)",NA,NA,NA,NA,"phosphorus pentoxide (P2O5)",108,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
102,"2012",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Monoammonium phosphate (MAP)","monoammonium phosphate (NH4H2PO4)",NA,NA,NA,NA,"nitrogen (N)",23,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
103,"2012",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Monoammonium phosphate (MAP)","monoammonium phosphate (NH4H2PO4)",NA,NA,NA,NA,"phosphorus pentoxide (P2O5)",108,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
104,"2012",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Monoammonium phosphate (MAP)","monoammonium phosphate (NH4H2PO4)",NA,NA,NA,NA,"nitrogen (N)",23,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
105,"2012",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Monoammonium phosphate (MAP)","monoammonium phosphate (NH4H2PO4)",NA,NA,NA,NA,"phosphorus pentoxide (P2O5)",108,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
106,"2012",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,NA,NA,"potassium oxide (K2O)",264,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
107,"2012",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,NA,NA,"potassium oxide (K2O)",264,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
108,"2012",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,NA,NA,"potassium oxide (K2O)",264,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
109,"2012",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2011-11-17,"spinner_spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,NA,NA,"potassium oxide (K2O)",264,"lb_per_ac",NA,"unspecified spinner-type spreader","Applied a blend of mono-ammonium phosphate MAP [11-52-0]) + granular Potash [0-0-60] at 648 lbs/acre to all corn & soybean plots with a broadcast spinner type spreader.															
  Rate per acre of N-P2O5-K2O: 23-108-264.					Also applied to Emily Heaton's corn plots",NA
